Referencia;Nombre;Categoría;Definicion;Caracteristicas
4530;VINILO T1 PROFESSIONAL 1A BLANCO BALDE 2.5 G CORONA;PINTURAS Y DISOLVENTES;;
4531;VINILO T1 PROFESSIONAL 1A BLANCO 1 G CORONA;PINTURAS Y DISOLVENTES;;
4532;VINILO T2 TOTAL 2.5 G CORONA;PINTURAS Y DISOLVENTES;;
4534;VINILO T2 PROFESSIONAL ALTA COBERTURA 5 G CORONA;PINTURAS Y DISOLVENTES;;
4535;MOTOR TOOL PROFESIONAL 1509W 97 ACCESORIOS;ELECTRICOS;;
4524;CABO AZADON CORRIENTE;HERRAMIENTA MANUAL;;
4536;LLANA MADERA 14X21CM PINO;HERRAMIENTA MANUAL;;
4537;CINTA LED 110V 5050 LUZ CALIDA X 1 METRO MERCURY;ELECTRICOS;;
4533;VINILO T2 TOTAL 1 G CORONA;PINTURAS Y DISOLVENTES;;
4538;JUEGO DE LLAVES BRISTOL EXTRALARGAS PULGDAS 7 PIEZAS TRUPER;HERRAMIENTA MANUAL;;
4540;TAPAOIDO DE INSERCION ECO;DOTACION INDUSTRIAL;;
5441;"BUJE PVC SOLDADO 11/2X 1""";TUBERIAS Y ACCESORIOS;;
4542;"CINTA ENMASCARAR 1"" X 50M TRUPER";PEGANTES;;
4539;CEPILLO DE PISO DOBLE USO BLANCO 1A SIN PALO;HOGAR Y COCINA;;
4543;LUCES DE NAVIDAD LED LINEAL X30 FAROLITO;ELECTRICOS;;
4544;LUCES DE NAVIDAD LED LINEAL BOMBILLO GRANDE HUMO X200;ELECTRICOS;;
4545;LUCES DE NAVIDAD LED ESTRELLA PUNTA ARBOL;ELECTRICOS;;
4546;LUCES DE NAVIDAD LED CORTINA FIGURAS ESTRELLAS G26-1;ELECTRICOS;;
4547;LUCES DE NAVIDAD LED CORTINA BOMBILLO PAPA NOEL YG-007;ELECTRICOS;;
4548;LUCES DE NAVIDAD LED CORTINA FIGURAS RENOS YG-357;ELECTRICOS;;
4549;LUCES DE NAVIDAD LED CORTINA FIGURAS COPOS YG-356;ELECTRICOS;;
4550;LUCES DE NAVIDAD LED CORTINA FIGURAS CIRCULOS PAPA NOEL YG-020;ELECTRICOS;;
4551;LUCES DE NAVIDAD LED CORTINA FIGURAS YG115;ELECTRICOS;;
4552;LUCES DE NAVIDAD LED PILA CORCHO PEQUEï¿½A;ELECTRICOS;;
4553;LUCES DE NAVIDAD LED ALAMBRADA X 100B YG-254;ELECTRICOS;;
4554;LUCES DE NAVIDAD LED ALAMBRADA X 200B  YG-255;ELECTRICOS;;
4555;LUCES DE NAVIDAD LED CORTINA RVP 3X1MT YG-150;ELECTRICOS;;
4556;LUCES DE NAVIDAD LED CORTINA RVP 3X2MT YG-151;ELECTRICOS;;
4557;LUCES DE NAVIDAD LED CORTINA RVP 3X3MT YG-149;ELECTRICOS;;
4558;LUCES DE NAVIDAD LED CORTINA 3X1MT YG-11O;ELECTRICOS;;
4559;LUCES DE NAVIDAD LED CORTINA 3X2MT YG-111;ELECTRICOS;;
4560;LUCES DE NAVIDAD LED CORTINA  3X3MT YG-106;ELECTRICOS;;
4561;LUCES DE NAVIDAD LED MANGUERA X10MT YG-155;ELECTRICOS;;
4562;VELITA LED AB-1, 2;ELECTRICOS;;
4563;LUCES DE NAVIDAD BOMBILLO GIRATORIO LED 12104;ELECTRICOS;;
4564;ACRILICO BOTERO PARA MANUALIDADES COLORES X60ML;PINTURAS Y DISOLVENTES;;
4565;ACRILICO BOTERO METALIZADO DORADO / PLATEADO X60ML;PINTURAS Y DISOLVENTES;;
4566;PAPEL ROCA PESEBRE MAQUETA VERDE O CAFï¿½ PLIEGO;PAPELERIA Y ESCOLAR;;
4567;HILO DORADO 1MT;PAPELERIA Y ESCOLAR;;
4568;HILO PLATEADO 1MT;PAPELERIA Y ESCOLAR;;
4569;NIEVE ARTIFICIAL EN SPRAY X4ONZ;PAPELERIA Y ESCOLAR;;
4570;ESPONJA OROPLATA;HOGAR Y COCINA;;
4571;ESPONJA DE ESPUMA DOBLE USO;HOGAR Y COCINA;;
4572;BOMBILLO VEHICULO 5 17053 NARVA;ELECTRICOS;;
4573;BOMBILLO VEHICULO HALOGENO 60155 NARVA;ELECTRICOS;;
4574;KIT PARA DESPINCHAR BICICLETA;HERRAMIENTA MANUAL;;
4575;BREAKER TACO PLUG 30 A EXE;ELECTRICOS;;
4576;CANDADO CON GUAYA PARA BICICLETA FORTE;CERRAJERIA Y SEGURIDAD;;
4577;LINTERNA MULTIFUNC FLEXIBLE 24 LED FORTE;ELECTRICOS;;
4578;TOALLITA MICROFIBRA UNICOLOR;HOGAR Y COCINA;;
4579;POMA LLAVE CRUCETA UNIVERSAL;GRIFERIA;;
4580;EXTENSION 10 MTS 30ft DUPLEX OSBLACK/TITANIUM;ELECTRICOS;;
4581;KIT BRICOLAGE BANDEJA PARA PINTAR;PINTURAS Y DISOLVENTES;;
4582;AMARRE PLASTICO BLANCO 4.8 X 20cm FORTE UN;SOGAS Y CADENAS;;
4582P;AMARRE PLASTICO BLANCO 4.8 X 20cm FORTE PAQ;SOGAS Y CADENAS;;
4584P;AMARRE PLASTICO BLANCO 4.8 X 25cm FORTE PAQ;;;
3368P;AMARRE PLASTICO BLANCO 4.8 X 37cm FORTE PAQ;SOGAS Y CADENAS;;
108P;AMARRE PLASTICO BLANCO 7.6 X 40cm FORTE PAQ;SOGAS Y CADENAS;;
4587;AMARRE PLASTICO NEGRO 4.8 X 20cm FORTE UN;SOGAS Y CADENAS;;
4587P;AMARRE PLASTICO NEGRO 4.8 X 20cm FORTE PAQ;SOGAS Y CADENAS;;
4589;ESMALTE EXPERTO BLANCO 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
3373P;AMARRE PLASTICO NEGRO 4.8 X 25cm FORTE PAQ;HERRAJES Y SOPORTES;;
4591;AMARRE PLASTICO NEGRO 4.8 X 30cm FORTE UN;HERRAJES Y SOPORTES;;
4591P;AMARRE PLASTICO NEGRO 4.8 X 30cm FORTE PAQ;HERRAJES Y SOPORTES;;
4593;AMARRE PLASTICO NEGRO 4.8 X 37cm FORTE UN;HERRAJES Y SOPORTES;;
4593P;AMARRE PLASTICO NEGRO 4.8 X 37cm FORTE PAQ;HERRAJES Y SOPORTES;;
4596;"CANCAMO EN ELE 3/4""";HERRAJES Y SOPORTES;;
4597;CANCAMO CERRADO N 0 RANGER;TORNILLERIA;;
;CANCAMO CERRADO N 00 RANGER;TORNILLERIA;;
4599;"CANCAMO ABIERTO 11/2"" RANGER";TORNILLERIA;;
4600;"CANCAMO ABIERTO 2"" RANGER";TORNILLERIA;;
4601;ENTREPAï¿½O TRANSPARENTE 3/16 ESPIGO METALICO;HERRAJES Y SOPORTES;;
4602;PASADOR FAYEBA COLONIAL IZQ /DER 37CM;HERRAJES Y SOPORTES;;
4603;RODACHINA PESADA 1.5 CON FRENO NARANJA;HERRAJES Y SOPORTES;;
4604;"RODACHINA PESADA 2"" SIN FRENO NARANJA";HERRAJES Y SOPORTES;;
4605;"PATA TUBULAR METALICA 2"" X8CM";HERRAJES Y SOPORTES;;
4606;"PATA TUBULAR METALICA 2"" X10CM";HERRAJES Y SOPORTES;;
4607;ARGOLLA LATONADA 3/4;HERRAJES Y SOPORTES;;
4608;ARGOLLA LATONADA 11/4;HERRAJES Y SOPORTES;;
4609;TUBO OVALADO CROMADO PARA CLOSET X 3MT;HERRAJES Y SOPORTES;;
4610;SOPORTE OVALADO PARA CLOSET 5/8 MATALICO;HERRAJES Y SOPORTES;;
4611;"VALVULA POZUELO PVC 11/2"" SIN SOSCO";GRIFERIA;;
4612;YEE LAVADORA CON LLAVE PLASTGRIFOS;GRIFERIA;;
4613;POMA PERILLA PALANCA ESTRIA PARA LLAVE;GRIFERIA;;
4614;POMA PERILLA CRUCETA ESTRIA PARA LLAVE;GRIFERIA;;
4615;DUCHA LAVAPLATOS CAUCHO A PRESION;GRIFERIA;;
4616;TORNILLO HEX RO PAVONADO GRADO 5 1/4X3/4;TORNILLERIA;;
4617;TORNILLO HEX RO PAVONADO GRADO 5 1/4X1;TORNILLERIA;;
4618;TORNILLO HEX RO PAVONADO GRADO 5 1/4X11/2;TORNILLERIA;;
4619;TORNILLO HEX RO PAVONADO GRADO 5 1/4X2;TORNILLERIA;;
4620;TORNILLO HEX RO PAVONADO GRADO 5 5/16X3/4;TORNILLERIA;;
4621;TORNILLO HEX RO PAVONADO GRADO 5 5/16X1;TORNILLERIA;;
4622;TORNILLO HEX RO PAVONADO GRADO 5 5/16X11/2;TORNILLERIA;;
4623;TORNILLO HEX RO PAVONADO GRADO 5 5/16X2;TORNILLERIA;;
4624;TORNILLO HEX RO PAVONADO GRADO 5 3/8X1;TORNILLERIA;;
4625;TORNILLO HEX RO PAVONADO GRADO 5 3/8X11/2;TORNILLERIA;;
4626;TORNILLO HEX RO PAVONADO GRADO 5 3/8X2;TORNILLERIA;;
4627;TORNILLO CR MM 8X20;TORNILLERIA;;
4628;TORNILLO CR MM 8X25;TORNILLERIA;;
4629;TARUGO MADERA 6MM;TORNILLERIA;;
4630;"TUERCA HEX RO GRADO 5 PAVONADA 1/4"" UN";TORNILLERIA;;
4631;"TUERCA HEX RO GRADO 5 PAVONADA 5/16"" UN";TORNILLERIA;;
4633;"TORNILLO LAMINA AVELLANA 8X1"" UN";TORNILLERIA;;
4634;"TORNILLO LAMINA AVELLANA 8X3/4"" UN";TORNILLERIA;;
4635;"TORNILLO LAMINA AVELLANA 8X11/2"" UN";TORNILLERIA;;
4636;"TORNILLO LAMINA AVELLANA 10X3/4"" UN";TORNILLERIA;;
4637;"TORNILLO LAMINA AVELLANA 10X1"" UN";TORNILLERIA;;
4638;"TORNILLO LAMINA AVELLANA 10X11/2"" UN";TORNILLERIA;;
4639;"TORNILLO LAMINA AVELLANA 12X1"" UN";TORNILLERIA;;
4640;"TORNILLO LAMINA AVELLANA 12X11/2"" UN";TORNILLERIA;;
4641;MANIJA DECO PUNTO N 3;HERRAJES Y SOPORTES;;
4642;RODACHINA COLGANTE CURVA RC 30 METALICA;HERRAJES Y SOPORTES;;
4632;"TUERCA HEX RO GRADO 5 PAVONADA 3/8"" UN";TORNILLERIA;;
4647;EXTENSION 5 MTS 15ft DUPLEX OSBLACK/TITANIUM;ELECTRICOS;;
4648;CUERDA TRENZADA VERDE MILITAR #2 TRENZACOL 1M;SOGAS Y CADENAS;;
4649;"SOPORTE BASE PARA TV FIJO 26""-63"" CAJA VERDE";HERRAJES Y SOPORTES;;
4650;"SOPORTE BASE PARA TV MOVIL 17""-42"" BASEX200";HERRAJES Y SOPORTES;;
4651;"SOPORTE BASE PARA TV MOVIL 32""-60"" BASE P4";HERRAJES Y SOPORTES;;
4643;BISAGRA REDONDA ALA N2 PEQUEï¿½A UNIDAD;HERRAJES Y SOPORTES;;
4644;BISAGRA REDONDA ALA N5 GRANDE UNIDAD;HERRAJES Y SOPORTES;;
4645;EMPAQUE BOQUILLA LAVAMANOS;GRIFERIA;;
4646;TORNILLO CR MM 8X50;TORNILLERIA;;
4652;CANDADO DE SEGURIDAD PARA FRENO DE DISCO DE MOTO;CERRAJERIA Y SEGURIDAD;;
4653;TORNILLO CR PAVONADO GRADO 5 8X35 MM;TORNILLERIA;;
4654;GUIRNALDA NAVIDAD BRILLANTE 2MT;HOGAR Y COCINA;;
4655;GUIRNALDA NAVIDAD VERDE 4-5MT;HOGAR Y COCINA;;
4656;GUIRNALDA NAVIDAD BLANCA;HOGAR Y COCINA;;
4657;ADORNO NAVIDAD MUï¿½ECO DE FIELTRO;HOGAR Y COCINA;;
4658;BALACA NAVIDAD;HOGAR Y COCINA;;
4659;BOLA NAVIDAD N 6 X 10U;HOGAR Y COCINA;;
4660;BOLA NAVIDAD N 4 X 18U;HOGAR Y COCINA;;
4661;BOLA NAVIDAD N 3 X 12U;HOGAR Y COCINA;;
4662;CINTA NAVIDAD 24MM ROLLO X 2.5MT;HOGAR Y COCINA;;
4663;BALDOZA BLANCA 30x20CM REPARACIONES;CONSTRUCCION;;
4664;BALDOZA NEGRA 30x30CM REPARACIONES;CONSTRUCCION;;
4665;BOMBILLO BI PIN 7W LUZ CALIDA MAGIC LIGHT;TORNILLERIA;;
4666;"SERRUCHO DE PODA 12"" HOJA CURVA 6DPP TRUPER";HERRAMIENTA MANUAL;;
4667;VELITAS DE NAVIDAD PAQ X10;;;
4668;CINTA NAVIDAD MALLA  15CM ROLLO X 2MT;HOGAR Y COCINA;;
4669;VENENO PARA RATA GUAYAQUIL;ASEO;;
4670;REPELENTE PARA PERROS Y GATOS 500ML;ASEO;;
4671;LUCES DE NAVIDAD LED LLUVIA DE 6x0.60CM;HOGAR Y COCINA;;
4672;LUCES DE NAVIDAD ESTRELLA GRANDE CORTINA;HOGAR Y COCINA;;
4673;SIKAFLEX 212 FC NEGRO X 300ML;CONSTRUCCION;;
4674;CINTA ANTIDESLIZANTE 25MM X 5M TRUPER;CONSTRUCCION;;
4675;"BROCA CONCRETO 1/2 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
4676;GUANTE CAUCHO TRITON CAL35 T 9;DOTACION INDUSTRIAL;;
4677;VINIPEL-STRETCH NEGRO 15 CM CALIBRE 8 BOCCHERINI;CONSTRUCCION;;
4679;VINIPEL-STRETCH NEGRO 20 CM CALIBRE 8 BOCCHERINI;CONSTRUCCION;;
4680;VINIPEL-STRETCH NEGRO 30 CM CALIBRE 8 BOCCHERINI;CONSTRUCCION;;
4681;JUEGO DE 2 ESLINGAS REATA CON RATCHET CARGA 400KG TRUPER;HERRAMIENTA MANUAL;;
4682;DUCHA VICTORY FUSION BLANCA CON 120V SELECTOR BOCCHERINI;ELECTRICOS;;
4683;"TERMINAL ANILLO COBRE 5/16"" 8 AWG";ELECTRICOS;;
4684;CAPUCHON CON RESORTE DE NYLON 20X3 AWG COLOR NARANJA;ELECTRICOS;;
4685;TEJA PLASTICA MARFIL TIPO ETERNIT #4 122X92CM GERFOR;CONSTRUCCION;;
4686;REFLECTOR LED TIPO TABLETA 30W MERCURY;ELECTRICOS;;
4687;REFLECTOR LED TIPO TABLETA 50W MERCURY;ELECTRICOS;;
4688;TERMINAL ANILLO 3/16 ï¿½ 5 MM CABLE 22-16 AMG ROJO MAX 19A;ELECTRICOS;;
4689;TERMINAL ANILLO 3/16 AZUL CABLE 16-14 AWG;ELECTRICOS;;
4690;TERMINAL HORQUILLA 5/32 ï¿½ 4 MM 12-10 AWG AMARILLO MAX;ELECTRICOS;;
4691;TERMINAL HORQUILLA 3/16 ï¿½ 5MM CABLE 12-10 AMARILLO AWG;ELECTRICOS;;
4692;TERMINAL MACHO PLANO 250 ï¿½ 1/4 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
4693;TERMINAL MACHO REDONDO 156 ï¿½ 4 MM CABLE 22-16 AWG ROJO MAX;ELECTRICOS;;
4694;TERMINAL PIN PUNTA AZUL CABLE 16 - 14 AWG;ELECTRICOS;;
4695;TERMINAL EMPALME TOPE AZUL CABLE 16-14 AWG;ELECTRICOS;;
4696;FUNDA DE CARNAZA PARA TIJERAS TRUPER;HOGAR Y COCINA;;
4697;GUANTE POLIESTER RECUBIERTO NITRILO T7;DOTACION INDUSTRIAL;;
17003;"Cuchillo 7-1/2"" para electricista, Truper";ELECTRICOS;;
4698;BOMBILLO LED 12W ZAFIRO;ELECTRICOS;;
4699;BASCULADE DE RESORTE 100KG PRETUL;CONSTRUCCION;;
4700;"PASADOR ALEMAN 21/2""";CERRAJERIA Y SEGURIDAD;;
4701;JUEGO DE 7 DESTORNILLADORES DE PRESICION CORNETA;HERRAMIENTA MANUAL;;
4702;KIT REPUESTO PISTOLA GRAVEDAD AEROGRAFO 1.5MM CORNETA;PARTES Y REPUESTOS;;
4703;KIT REPUESTO PISTOLA BAJA PRESION 0.8MM CORNETA;PARTES Y REPUESTOS;;
4704;CABUYA FIQUE NATURAL 6MM X 1MT FORTE;SOGAS Y CADENAS;;
4705;CABUYA FIQUE NATURAL 8MM X 1MT FORTE;SOGAS Y CADENAS;;
4706;CABUYA FIQUE NATURAL 13MM X 1MT FORTE;SOGAS Y CADENAS;;
4707;ESCOBA PLASTICA DE JARDIN 22 DIENTES SIN MANGO;HERRAMIENTA MANUAL;;
4709;CEMENTO BLANCO USO GENERAL 1 LIBRA;;;
4708;"COPA GALVANIZADA 3/4"" X 1/2""";;;
4710;FILTRO DE GASOLINA MOTOBOMBA TRUPER;PARTES Y REPUESTOS;;
4711;"SOLDADURA ELECTRICA 7018 3/32"" 1K TRUPER";ABRASIVOS Y CONSUMIBLES;;
4712;"SOLDADURA ELECTRICA 7018 3/32"" 5K TRUPER";ABRASIVOS Y CONSUMIBLES;;
4713;TAPA BOCAS PARA POLVO CONCHA TRUPER;DOTACION INDUSTRIAL;;
4714;"ESCUADRA CARPINTERO 12"" 30CM TRUPER";HERRAMIENTA MANUAL;;
4715;ACEITERA DE PIPETA FLEXIBLE 500 ML;LUBRICANTES;;
4716;"CIZALLA CORTAPERNOS 12"" PRETUL";HERRAMIENTA MANUAL;;
4717;SIKA SET L ACELERANTE PARA MORTERO X 2,6K;CONSTRUCCION;;
4718;VINILO TIPO 1 VINILICO GRIS BASALTO 1 GALON PINTUCO;PINTURAS Y DISOLVENTES;;
4719;VINILO TIPO 1 VINILICO GRIS BASALTO 1/2 G PINTUCO;PINTURAS Y DISOLVENTES;;
4720;VINILO TIPO 1 VINILICO GRIS BASALTO 1/4 G PINTUCO;PINTURAS Y DISOLVENTES;;
4721;VINILO TIPO 1 VINILICO GRIS BASALTO 1/8 G PINTUCO;PINTURAS Y DISOLVENTES;;
4722;VINILO TIPO 1 VINILICO GRIS BASALTO 1/32 G PINTUCO;PINTURAS Y DISOLVENTES;;
4723;SILICONA GRIS AUTOMOTRIZ ALTA Tï¿½ 70ML TENKBOND;PEGANTES;;
4724;SILICONA GRIS AUTOMOTRIZ ALTA Tï¿½ 32G MKNICAL;PEGANTES;;
4725;"PORTACANDADO 21/2"" INDUMA";CERRAJERIA Y SEGURIDAD;;
4726;"JUEGO DE 5 SEGUETAS PARA CALADORA ""T"" CORTE MADERA TRUPER";HERRAMIENTA MANUAL;;
4727;"JUEGO DE 5 SEGUETAS PARA CALADORA ""T"" CORTE METAL TRUPER";HERRAMIENTA MANUAL;;
4728;"JUEGO DE 5 SEGUETAS PARA CALADORA ""U"" CORTE MADERA TRUPER";HERRAMIENTA MANUAL;;
4730;"JUEGO DE 2 SEGUETAS PARA SIERRA SABLE 6"" BIMETALICA TRUPER";HERRAMIENTA MANUAL;;
4729;JUEGO DE ACCESORIOS DE PISTOLA PARA PINTAR  TRUPER;PARTES Y REPUESTOS;;
4731;RAFIA MILENIO 3 MM (1000) 1M;SOGAS Y CADENAS;;
4732;"BUJE PVC SOLDADO 11/4""X1/2""";TUBERIAS Y ACCESORIOS;;
4733;"BUJE PVC SOLDADO 2""X1/2""";TUBERIAS Y ACCESORIOS;;
4734;"BUJE PVC SOLDADO 11/2""X1/2""";TUBERIAS Y ACCESORIOS;;
4735;ABRAZADERA REF ACERO INOX AB - 104;HERRAJES Y SOPORTES;;
4736;BOQUILLA GRIS 2K MAXI;CONSTRUCCION;;
4737;LLAVE MIXTA CON RATCHET 15MM TRUPER EXP;HERRAMIENTA MANUAL;;
4738;"ALICATE PARA ANILLOS 6"" CABEZAS INTERCAMBIABLES TRUPER";HERRAMIENTA MANUAL;;
4739;ALICATE PUNTA PUNTA 90ï¿½ PARA CERRAR ANILLOS TRUPER;HERRAMIENTA MANUAL;;
4740;KIT CINTA LED 12V LUZ BLANCA 5M + ADAPTADOR MERCURY;ELECTRICOS;;
4741;KIT CINTA LED 12V COLORES LUZ RGB 5M + ADAPTADOR MERCURY;ELECTRICOS;;
4742;LUBRICANTE CADENAS MOTOS/BICLICLETAS 400 MERCURY;LUBRICANTES;;
4743;BISAGRA OMEGA 3 X 1 LATONADA INDUMA;HERRAJES Y SOPORTES;;
4744;LLANA LISA MANGO DE MADERA DTURIN;HERRAMIENTA MANUAL;;
4746;SUPERMASTICK 1/4 1.4GM;;;
4747;SUPERMASTICK CAJA 28k;;;
4748;"DISCO DESBASTE METAL 7"" X 1/4"" X 7/8"" PREMIER";ABRASIVOS Y CONSUMIBLES;;
4749;TOMA DOBLE TIPO LEVINTON NARANJA REGULADA CILES;ELECTRICOS;;
4750;CINTA ANTIDESLIZANTE NEGRA 50MM X 6MT 3M;CONSTRUCCION;;
4751;TOALLITA COLORES BORDADA;HOGAR Y COCINA;;
4752;CRUCETA 10MM - 12MM - 14MM LARGA;HERRAMIENTA MANUAL;;
4753;CRUCETA 9MM - 11MM - 13MM LARGA;HERRAMIENTA MANUAL;;
4754;REGISTRO DUCHA MANIJA ALUVIA CORONA;GRIFERIA;;
4755;"COPA MAGNETICA 5/16 LARGO 2"" TRUPER";HERRAMIENTA MANUAL;;
4756;"TORNILLO HEXAGONAL LAMINA PUNTA BROCA ANP 10 X 2""";TORNILLERIA;;
4757;LLAVE LAVAPLATOS SENCILLA BRISA GRIVAL;GRIFERIA;;
4758;PULPO 2MT;SOGAS Y CADENAS;;
4759;GASTOP FUERZA MEDIA 36ML UNIFIX;PEGANTES;;
4760;FLEXOMETRO FLEX 8 MT LUFKIN;HERRAMIENTA MANUAL;;
4761;CANDADO RIGIDO TIPO U 12MM HERMEX;;;
4762;CANDADO DE LATON  30MM GANCHO EXTRA LARGO HERMEX;;;
4763;BISTURI 18MM TRABAJO PESADO ALMA METAL GRIP EXPERT TRUPER;;;
4764;CANDADO CLAVE 20MM EN LATON BLISTER;;;
4765;ALAMBRE 7 HILOS N 12 COLORES 1MT PROCABLES;;;
4767;BLOQUE N 4 ROJO 10X30CM;CONSTRUCCION;;
4766;LADRILLO COMUN;CONSTRUCCION;;
4768;BROCA LAMINA HSS POINT TEQ 5/64 BOSH;;;
4769;BROCA LAMINA HSS POINT TEQ 7/16 BOSH;;;
4770;BROCA LAMINA HSS POINT TEQ 5/32 BOSH;;;
4771;BROCA LAMINA HSS POINT TEQ 3/8 BOSH;;;
4772;BROCA LAMINA HSS POINT TEQ 1/2 BOSH;;;
4773;BROCA LAMINA HSS POINT TEQ 15/64 BOSH;;;
4774;"BROCA MURO 3/16 x 4"" BOSH";;;
4775;TERMINAL LUZ GRIS INDEXCOL SEMIPESADA 1/2;;;
4776;CURVA LUZ GRIS INDEXCOL SEMIPESADA 1/2;;;
4777;MALLA REJA LIVIANA 15X15 1.03 VERDE AGROTEK;;;
4778;PANEL LED CUADRADO 3W INCRUSTAR MERCURY;;;
4779;REFLECTOR LED TIPO TABLETA 150W 6500K MERCURY;;;
4780;REFLECTOR LED TIPO TABLETA 100W 6500K MERCURY;;;
4781;MANTO ASFALTICO SIN LLAMA 2MM ISOVER 1MT X 1MT;;;
4782;CINTA TAPAGOTERAS 10 CM X 10MT ALUMBAND;;;
4783;CEMENTO ASFALTICO MULTIUSOS DOY PACK 200ML;;;
4784;"TUBO SANITARIO SEMIPESADO 6"" X 6MT INDEXCOL";;;
4785;"TUBO SANITARIO SEMIPESADO 6"" X 1MT INDEXCOL";;;
4786;KIT VALVULA TANQUE FLOTADOR ABASTO BRONCE 1/2 GRIVAL;;;
4787;BOMBILLO LED EMERGENCIA 9W 5 HORAS MERCURY;;;
4788;BOMBILLO LED CON SENSOR 9W E27 MERCURY;;;
4789;IMPERMEABILIZANTE PARAGUAS MULTIPROPOSITO BLANCO CUï¿½ETE CORONA;;;
4790;IMPERMEABILIZANTE PARAGUAS MULTIPROPOSITO BLANCO 1/4 CORONA;;;
4791;IMPERMEABILIZANTE PARAGUAS MULTIPROPOSITO GRIS BALDE 2.5G CORONA;;;
4792;PARAGUAS ULTRA 12 Aï¿½OS BLANCO 1 GALON;;;
4793;PARAGUAS ULTRA 12 Aï¿½OS BLANCO 1/4 GALON;;;
4794;MASILLA DRYWALL PANEL TEC PROFESSIONAL CUï¿½ETE 27KG CORONA;;;
4795;TEXTUCO BOLSA 400GMS CORONA;;;
4796;MASILLA ZOCALO 1 GALON 6.7KG CORONA;;;
4797;MASILLA ZOCALO 1/4 1.5KG CORONA;;;
4799;VINILO T1 VINILICO AZUL MEDITERRANEO 1 G PINTUCO;PINTURAS Y DISOLVENTES;;
4798;VINILO T2 TOTAL CANECA 5 G CORONA;;;
4800;VINILO T1 VINILICO AZUL MEDITERRANEO 1/2 G PINTUCO;;;
4801;VINILO T1 VINILICO AZUL MEDITERRANEO 1/4 G PINTUCO;;;
4802;VINILO T1 VINILICO AZUL MEDITERRANEO 1/8 G PINTUCO;;;
4803;VINILO T1 VINILICO AZUL MEDITERRANEO 1/32 G PINTUCO;;;
4804;HIDROLAVADORA 1.200W 1305PSI HL7000/120M GLADIATOR PRO;;;
4805;"MINIPULIDORA 5""1.100W VV AA1025 (40400) NEO";;;
4806;"TALADRO PERCUTOR 1/2"" 810W VV TP913 NEO";;;
4807;"TALADRO PERCUTOR INALAMBRICO 3/8"" 12V DDI10/2/12 ENERGY";;;
4808;SOLDADOR INVERSOR 200A 110/220 IE 8200/7+CARETA GLADIATOR;;;
4809;SOLDADOR INVERSOR 130A 110V I130/6 ENERGY;;;
4810;ASPIRADORA SECO/HUMEDO Y SOPLADOR GLADIATOR;;;
4811;TALADRO INALAMBRICO 1/2+MINIPULIDORA 4.1/2 INALAMBRICO+BATERIA+DISCO ENERGY;;;
4812;BOMBILLO LED 30W E27 LUZ BLANCA MERCURY;;;
4813;BOMBILLO LED 20W E27 LUZ BLANCA MERCURY;;;
4814;GUARDA ESCOBA PVC NEGRO, BLANCO Y CEREZO CLARO;;;
4815;MALLA ZARANDA MADERA PEQUEï¿½A 29CM X50CM;;;
4816;LLANA DENTADA MANGO DE PLASTICO 6 REMACHES TRUPER;;;
4825;ESMALTE ANOLOK CHAMPAï¿½A 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
4826;ESMALTE ANOLOK CHAMPAï¿½A 1/2G SUPER;PINTURAS Y DISOLVENTES;;
4830;PRIMER CROMATO DE ZINC VERDE 1 GALON;PINTURAS Y DISOLVENTES;;
4817;ESMALTE EXPERTO BLANCO 1 CANECA SUPER;PINTURAS Y DISOLVENTES;;
4835;"CAJA PARA PESCA 16"" CON 3 BANDEJAS DESLIZABLES TRUPER";HERRAMIENTA MANUAL;;
4839;"PRENSA EN C DE HIERRO 3"" PRETUL";HERRAMIENTA MANUAL;;
4818;TEJA PLASTICA TRANSPARENTE #8 244X92CM GERFOR;CONSTRUCCION;;
4819;TEJA PLASTICA TRANSPARENTE #10 305X92CM GERFOR;CONSTRUCCION;;
4820;ABRAZADERA METALICA INOX 4.6 X 10 CM UND;HERRAJES Y SOPORTES;;
4821;ABRAZADERA METALICA INOX 4.6 X 15 CM UND;HERRAJES Y SOPORTES;;
4822;ABRAZADERA METALICA INOX 4.6 X 20 CM UND;HERRAJES Y SOPORTES;;
4823;BOCETO PLASTICO FOAMI 8MM PUNTA 10CM X 20CM;HERRAMIENTA MANUAL;;
4824;BREAKER TACO PLUG 60 A EXE;ELECTRICOS;;
4827;ESMALTE ANOLOK CHAMPAï¿½A 1/8 SUPER;PINTURAS Y DISOLVENTES;;
4828;ESMALTE ANOLOK CHAMPAï¿½A 1/4 SUPER;PINTURAS Y DISOLVENTES;;
4829;ESMALTE ANOLOK CHAMPAï¿½A 1/32 SUPER;PINTURAS Y DISOLVENTES;;
4840;TEJA PLASTICA TRANSPARENTE #6 183X92CM GERFOR;CONSTRUCCION;;
4831;ESMALTE SECADO RAPIDO BASE AGUA BLANCO 1/2G CORONA;;;
4832;ESMALTE SECADO RAPIDO BASE AGUA BLANCO 1/4 CORONA;;;
4833;ESMALTE SECADO RAPIDO BASE AGUA BLANCO 1/8 CORONA;;;
